timestamp,trade_id,pair,action,confidence,entry_price,sl,tp,status,reason,pnl,win_loss
2025-08-18 18:52:11,67a18cb6,XAUUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 18:52:11,4b5d7dd8,BTCUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 18:56:19,29573b7d,XAUUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 18:56:19,34cd11c5,BTCUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:01:19,1852d566,XAUUSD,NO_TRADE,65.2,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:01:19,33b15391,BTCUSD,NO_TRADE,65.2,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:05:51,beb02cca,BTCUSD,NO_TRADE,65.2,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:05:51,302f55eb,XAUUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:10:45,e498bac6,BTCUSD,NO_TRADE,65.2,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:10:45,28ae09d7,XAUUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:15:28,cc19358a,BTCUSD,NO_TRADE,65.2,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:15:28,542550ab,XAUUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:19:50,c0f1c964,XAUUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:19:50,0ba927d1,BTCUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:23:19,a69e211b,BTCUSD,NO_TRADE,65.2,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:23:19,22e6b4d8,XAUUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:27:26,e2631173,BTCUSD,BUY,82.4,116345.5,115771.88,116853.75,ERROR,Order failed: 10027,,
2025-08-18 19:32:28,e2500667,BTCUSD,NO_TRADE,65.2,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:32:28,4dabb0a5,XAUUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:35:07,57368523,XAUUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:35:07,ba98279a,BTCUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:39:21,7a098539,XAUUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
2025-08-18 19:39:21,0509dd1d,BTCUSD,NO_TRADE,0.0,,,,SKIPPED,Below threshold (min: 78.0%) or NO_TRADE signal,,
